,make_model,price,km,Gears,age,hp_kW
12030,Renault Clio,14699,16000.0,6.0,1.0,66.0
12031,Renault Clio,14650,1034.0,6.0,2.0,66.0
12032,Renault Clio,13980,23850.0,6.0,2.0,87.0
12033,Renault Clio,14740,37828.0,6.0,3.0,88.0
12034,Renault Clio,13950,20900.0,6.0,1.0,88.0
12035,Renault Clio,14590,19863.0,6.0,3.0,88.0
12036,Renault Clio,14506,1647.3626086956522,6.0,0.0,66.0
12037,Renault Clio,14500,15000.0,6.0,3.0,88.0
12038,Renault Clio,14500,12150.0,6.0,2.0,66.0
12039,Renault Clio,14495,3000.0,5.0,0.0,66.0
12040,Renault Clio,14490,17188.0,6.0,1.0,87.0
12041,Renault Clio,14480,30543.0,6.0,1.0,67.0
12042,Renault Clio,14460,7327.0,6.0,2.0,87.0
12043,Renault Clio,14490,9145.0,6.0,1.0,67.0
12044,Renault Clio,14440,26500.0,6.0,2.0,87.0
12045,Renault Clio,14400,26879.0,6.0,1.0,87.0
12046,Renault Clio,14450,8750.0,6.0,3.0,87.0
12047,Renault Clio,12650,46000.0,6.0,3.0,66.0
12048,Renault Clio,14400,21012.0,6.0,1.0,87.0
12049,Renault Clio,12600,31214.0,6.0,2.0,88.0
12050,Renault Clio,14290,37065.0,6.0,3.0,56.0
12051,Renault Clio,12550,46668.0,6.0,3.0,87.0
12052,Renault Clio,12545,23491.0,6.0,3.0,88.0
12053,Renault Clio,12590,40676.0,6.0,2.0,87.0
12054,Renault Clio,12545,23491.0,6.0,3.0,88.0
12055,Renault Clio,12500,55000.0,6.0,3.0,88.0
12056,Renault Clio,12490,28500.0,6.0,3.0,88.0
12057,Renault Clio,13390,31356.0,6.0,2.0,87.0
12058,Renault Clio,12545,23491.0,6.0,3.0,88.0
12059,Renault Clio,13300,59897.0,6.0,3.0,66.0
12060,Renault Clio,13250,20500.0,6.0,3.0,88.0
12061,Renault Clio,13200,24700.0,6.0,1.0,87.0
12062,Renault Clio,13390,31356.0,6.0,2.0,87.0
12063,Renault Clio,13200,14610.0,6.0,3.0,88.0
12064,Renault Clio,13280,14000.0,6.0,2.0,66.0
12065,Renault Clio,12000,32713.0,6.0,2.0,66.0
12066,Renault Clio,12400,41748.57692307692,6.0,2.0,66.0
12067,Renault Clio,12000,10100.0,6.0,2.0,66.0
12068,Renault Clio,12000,55000.0,6.0,3.0,87.0
12069,Renault Clio,12000,37000.0,6.0,3.0,66.0
12070,Renault Clio,11999,27840.0,6.0,3.0,87.0
12071,Renault Clio,11990,19100.0,6.0,3.0,87.0
12072,Renault Clio,11990,17890.0,6.0,3.0,88.0
12073,Renault Clio,11950,93473.0,6.0,3.0,66.0
12074,Renault Clio,11900,25500.0,6.0,3.0,66.0
12075,Renault Clio,11900,120964.0,6.0,3.0,87.0
12076,Renault Clio,11900,29000.0,6.0,2.0,87.0
12077,Renault Clio,11990,73300.0,6.0,3.0,66.0
12078,Renault Clio,11900,75022.0,6.0,2.0,66.0
12079,Renault Clio,11800,35000.0,5.0,3.0,81.0
12080,Renault Clio,11750,23300.0,6.0,3.0,87.0
12081,Renault Clio,11890,46000.0,6.0,2.0,87.0
12082,Renault Clio,13490,19296.0,6.0,1.0,66.0
12083,Renault Clio,13495,37600.0,6.0,3.0,87.0
12084,Renault Clio,13470,22914.0,6.0,3.0,66.0
12085,Renault Clio,13490,36200.0,6.0,3.0,66.0
12086,Renault Clio,13400,7.0,6.0,1.0,66.0
12087,Renault Clio,13450,12176.0,6.0,2.0,87.0
12088,Renault Clio,13400,17547.0,6.0,3.0,87.0
12089,Renault Clio,13445,45000.0,6.0,3.0,88.0
12090,Renault Clio,11600,20000.0,6.0,1.0,66.0
12091,Renault Clio,11500,17000.0,6.0,3.0,66.0
12092,Renault Clio,11500,32713.0,6.0,2.0,66.0
12093,Renault Clio,11600,47000.0,6.0,2.0,88.0
12094,Renault Clio,12999,20000.0,6.0,3.0,87.0
12095,Renault Clio,12990,24043.0,6.0,1.0,87.0
12096,Renault Clio,12990,17557.0,6.0,1.0,66.0
12097,Renault Clio,12990,20842.0,6.0,1.0,66.0
12098,Renault Clio,12980,19000.0,6.0,2.0,66.0
12099,Renault Clio,12960,4529.0,6.0,2.0,66.0
12100,Renault Clio,12950,4529.0,6.0,2.0,66.0
12101,Renault Clio,12950,29790.0,6.0,2.0,66.0
12102,Renault Clio,12900,35000.0,6.0,3.0,87.0
12103,Renault Clio,12900,19000.0,6.0,2.0,87.0
12104,Renault Clio,12900,40327.0,6.0,2.0,66.0
12105,Renault Clio,12900,21904.0,6.0,2.0,87.0
12106,Renault Clio,12860,21788.0,6.0,2.0,87.0
12107,Renault Clio,10500,26000.0,6.0,1.0,87.0
12108,Renault Clio,12860,28916.0,6.0,2.0,88.0
12109,Renault Clio,12850,60000.0,6.0,3.0,66.0
12110,Renault Clio,12800,34732.0,6.0,2.0,66.0
12111,Renault Clio,10000,70000.0,6.0,3.0,66.0
12112,Renault Clio,10490,50601.0,5.0,3.0,66.0
12113,Renault Clio,10000,80000.0,6.0,3.0,66.0
12114,Renault Clio,9990,12000.0,5.0,2.0,66.0
12115,Renault Clio,9999,42000.0,6.0,2.0,66.0
12116,Renault Clio,9900,51000.0,6.0,2.0,66.0
12117,Renault Clio,9900,14230.0,6.0,3.0,66.0
12118,Renault Clio,9790,93968.0,6.0,3.0,66.0
12119,Renault Clio,9690,91000.0,6.0,3.0,66.0
12120,Renault Clio,9500,90000.0,6.0,3.0,66.0
12121,Renault Clio,9500,58000.0,6.0,3.0,66.0
12122,Renault Clio,9500,93000.0,6.0,3.0,66.0
12123,Renault Clio,8900,89910.0,6.0,2.0,66.0
12124,Renault Clio,8699,125333.0,5.0,3.0,66.0
12125,Renault Clio,8350,133523.0,6.0,3.0,66.0
12126,Renault Clio,8490,23863.0,6.0,3.0,55.0
12127,Renault Clio,11400,63000.0,6.0,3.0,87.0
12128,Renault Clio,11400,63000.0,6.0,3.0,87.0
12129,Renault Clio,11300,28000.0,6.0,2.0,87.0
12130,Renault Clio,11206,67930.0,6.0,3.0,66.0
12131,Renault Clio,11000,48000.0,6.0,3.0,66.0
12132,Renault Clio,11000,38000.0,6.0,2.0,66.0
12133,Renault Clio,11390,60892.0,6.0,3.0,66.0
12134,Renault Clio,10990,50000.0,6.0,2.0,66.0
12135,Renault Clio,10990,15559.0,6.0,2.0,66.0
12136,Renault Clio,10945,92000.0,6.0,3.0,66.0
12137,Renault Clio,10950,36600.0,6.0,3.0,88.0
12138,Renault Clio,10900,47000.0,6.0,2.0,66.0
12139,Renault Clio,10900,64103.0,6.0,3.0,66.0
12140,Renault Clio,10800,51985.0,6.0,3.0,87.0
12141,Renault Clio,10900,43000.0,6.0,3.0,66.0
12142,Renault Clio,10800,18035.130066815145,6.0,1.0,66.0
12143,Renault Clio,10590,34000.0,6.0,3.0,66.0
12144,Renault Clio,10700,34000.0,5.0,3.0,66.0
12145,Renault Clio,10500,78851.0,6.0,3.0,66.0
12146,Renault Clio,10500,23000.0,6.0,2.0,66.0
12147,Renault Clio,15990,18199.0,6.0,1.0,87.0
12148,Renault Clio,6490,55800.0,5.0,3.0,55.0
12149,Renault Clio,7490,56485.0,5.0,2.0,55.0
12150,Renault Clio,6490,112000.0,5.0,3.0,55.0
12151,Renault Clio,7900,26255.0,5.0,2.0,55.0
12152,Renault Clio,7500,140000.0,5.0,3.0,55.0
12153,Renault Clio,7900,19282.0,5.0,2.0,55.0
12154,Renault Clio,7900,20971.0,5.0,2.0,55.0
12155,Renault Clio,7990,76021.0,5.0,3.0,67.0
12156,Renault Clio,7990,2880.0,5.0,2.0,53.0
12157,Renault Clio,7990,87030.0,5.0,3.0,55.0
12158,Renault Clio,8290,23724.0,5.0,2.0,54.0
12159,Renault Clio,8290,104171.0,5.0,3.0,55.0
12160,Renault Clio,8300,80000.0,5.0,3.0,55.0
12161,Renault Clio,8200,95000.0,5.0,3.0,66.0
12162,Renault Clio,8299,120000.0,5.0,3.0,55.0
12163,Renault Clio,8290,39748.0,5.0,3.0,56.0
12164,Renault Clio,8300,29000.0,5.0,3.0,55.0
12165,Renault Clio,8290,50207.0,5.0,3.0,66.0
12166,Renault Clio,8490,19700.0,5.0,3.0,54.0
12167,Renault Clio,8500,30000.0,5.0,2.0,66.0
12168,Renault Clio,8500,77000.0,5.0,2.0,66.0
12169,Renault Clio,8490,49178.0,5.0,3.0,54.0
12170,Renault Clio,8500,56111.0,5.0,3.0,54.0
12171,Renault Clio,8490,49178.0,5.0,3.0,54.0
12172,Renault Clio,8490,39990.0,5.0,1.0,55.0
12173,Renault Clio,8490,41820.0,5.0,2.0,55.0
12174,Renault Clio,8490,49178.0,5.0,3.0,54.0
12175,Renault Clio,8490,38733.0,5.0,2.0,55.0
12176,Renault Clio,8490,43709.0,5.0,2.0,55.0
12177,Renault Clio,8490,23110.0,5.0,2.0,55.0
12178,Renault Clio,8490,32481.0,5.0,2.0,55.0
12179,Renault Clio,8490,38046.0,5.0,2.0,55.0
12180,Renault Clio,8490,48597.0,5.0,3.0,55.0
12181,Renault Clio,8490,39170.0,5.0,3.0,54.0
12182,Renault Clio,8490,69315.0,5.0,2.0,55.0
12183,Renault Clio,8490,49600.0,5.0,3.0,66.0
12184,Renault Clio,8490,39148.0,5.0,3.0,54.0
12185,Renault Clio,8500,48648.0,5.0,2.0,54.0
12186,Renault Clio,8490,51490.0,5.0,3.0,54.0
12187,Renault Clio,8490,50100.0,5.0,3.0,54.0
12188,Renault Clio,8490,42210.0,5.0,2.0,54.0
12189,Renault Clio,8490,56118.0,5.0,2.0,55.0
12190,Renault Clio,8500,52000.0,5.0,2.0,55.0
12191,Renault Clio,8499,77000.0,5.0,3.0,55.0
12192,Renault Clio,8499,76019.0,5.0,3.0,55.0
12193,Renault Clio,8499,93000.0,5.0,3.0,55.0
12194,Renault Clio,8499,37801.0,5.0,3.0,66.0
12195,Renault Clio,8499,45000.0,5.0,3.0,66.0
12196,Renault Clio,8490,86213.0,5.0,3.0,56.0
12197,Renault Clio,8490,95000.0,5.0,3.0,55.0
12198,Renault Clio,8490,33445.0,5.0,3.0,54.0
12199,Renault Clio,8490,78680.0,5.0,3.0,55.0
12200,Renault Clio,8490,25150.0,5.0,3.0,54.0
12201,Renault Clio,8490,143258.0,5.0,3.0,67.0
12202,Renault Clio,8490,83464.0,5.0,3.0,55.0
12203,Renault Clio,8490,11658.0,5.0,2.0,54.0
12204,Renault Clio,8490,99495.0,5.0,3.0,56.0
12205,Renault Clio,8490,42208.0,5.0,3.0,54.0
12206,Renault Clio,8480,81630.0,5.0,3.0,66.0
12207,Renault Clio,8480,49.0,5.0,1.0,55.0
12208,Renault Clio,8480,33000.0,5.0,1.0,54.0
12209,Renault Clio,8480,122617.0,5.0,3.0,55.0
12210,Renault Clio,8470,87860.0,5.0,3.0,66.0
12211,Renault Clio,8450,84000.0,5.0,3.0,55.0
12212,Renault Clio,8470,84500.0,5.0,3.0,55.0
12213,Renault Clio,8450,60000.0,5.0,3.0,55.0
12214,Renault Clio,8450,84000.0,5.0,3.0,55.0
12215,Renault Clio,8450,112372.0,5.0,3.0,66.0
12216,Renault Clio,8450,54000.0,5.0,2.0,54.0
12217,Renault Clio,8490,65372.0,5.0,2.0,66.0
12218,Renault Clio,8450,72049.0,5.0,3.0,54.0
12219,Renault Clio,8200,84000.0,5.0,3.0,55.0
12220,Renault Clio,8200,25290.0,5.0,2.0,54.0
12221,Renault Clio,8199,23300.0,5.0,3.0,54.0
12222,Renault Clio,8190,115000.0,5.0,2.0,55.0
12223,Renault Clio,8150,51304.0,5.0,2.0,55.0
12224,Renault Clio,8190,44023.0,5.0,3.0,56.0
12225,Renault Clio,8150,35774.0,5.0,2.0,55.0
12226,Renault Clio,8190,48260.0,5.0,3.0,66.0
12227,Renault Clio,8150,33285.0,5.0,2.0,55.0
12228,Renault Clio,8150,30012.0,5.0,2.0,55.0
12229,Renault Clio,8150,29766.0,5.0,2.0,55.0
12230,Renault Clio,8150,121226.0,5.0,3.0,55.0
12231,Renault Clio,8100,50052.0,5.0,2.0,55.0
12232,Renault Clio,8100,48072.0,5.0,2.0,55.0
12233,Renault Clio,8100,61000.0,5.0,3.0,55.0
12234,Renault Clio,8080,59679.0,5.0,2.0,55.0
12235,Renault Clio,8000,84000.0,5.0,3.0,54.0
12236,Renault Clio,8000,120500.0,5.0,3.0,66.0
12237,Renault Clio,7999,84108.0,5.0,3.0,66.0
12238,Renault Clio,7999,111645.0,5.0,3.0,55.0
12239,Renault Clio,7999,42780.0,5.0,3.0,54.0
12240,Renault Clio,7999,32000.0,5.0,2.0,54.0
12241,Renault Clio,7999,88000.0,5.0,3.0,55.0
12242,Renault Clio,7999,110003.0,5.0,3.0,66.0
12243,Renault Clio,7990,72945.0,5.0,3.0,66.0
12244,Renault Clio,8400,72573.0,5.0,3.0,55.0
12245,Renault Clio,7990,85800.0,5.0,3.0,66.0
12246,Renault Clio,8400,35305.0,5.0,3.0,54.0
12247,Renault Clio,8400,54000.0,5.0,3.0,66.0
12248,Renault Clio,8400,23000.0,5.0,2.0,55.0
12249,Renault Clio,8400,35000.0,5.0,3.0,66.0
12250,Renault Clio,8400,50000.0,5.0,3.0,55.0
12251,Renault Clio,8400,39414.0,5.0,3.0,55.0
12252,Renault Clio,8400,32536.0,5.0,3.0,55.0
12253,Renault Clio,8400,95000.0,5.0,3.0,55.0
12254,Renault Clio,8399,66000.0,5.0,2.0,55.0
12255,Renault Clio,8399,26743.0,5.0,3.0,54.0
12256,Renault Clio,8380,74000.0,5.0,3.0,54.0
12257,Renault Clio,7990,106000.0,5.0,3.0,55.0
12258,Renault Clio,8390,93921.0,5.0,3.0,55.0
12259,Renault Clio,8350,45000.0,5.0,3.0,55.0
12260,Renault Clio,7990,58356.0,5.0,3.0,55.0
12261,Renault Clio,7990,53000.0,5.0,2.0,55.0
12262,Renault Clio,8350,59000.0,5.0,3.0,66.0
12263,Renault Clio,7990,52000.0,5.0,3.0,55.0
12264,Renault Clio,7990,38329.0,5.0,3.0,55.0
12265,Renault Clio,7990,59171.0,5.0,2.0,56.0
12266,Renault Clio,7990,60632.0,5.0,2.0,55.0
12267,Renault Clio,8000,45000.0,5.0,3.0,54.0
12268,Renault Clio,8000,89000.0,5.0,3.0,55.0
12269,Renault Clio,7970,34264.0,5.0,2.0,55.0
12270,Renault Clio,7980,79980.0,5.0,3.0,56.0
12271,Renault Clio,7970,141600.0,5.0,3.0,55.0
12272,Renault Clio,7980,47870.0,5.0,2.0,55.0
12273,Renault Clio,7950,51064.0,5.0,1.0,66.0
12274,Renault Clio,7950,81000.0,5.0,3.0,55.0
12275,Renault Clio,7950,37800.0,5.0,3.0,55.0
12276,Renault Clio,7950,93000.0,5.0,3.0,55.0
12277,Renault Clio,7950,48000.0,5.0,3.0,55.0
12278,Renault Clio,7950,86000.0,5.0,2.0,55.0
12279,Renault Clio,7950,68900.0,5.0,3.0,56.0
12280,Renault Clio,7950,68900.0,5.0,3.0,56.0
12281,Renault Clio,7950,93000.0,5.0,3.0,55.0
12282,Renault Clio,7950,81000.0,5.0,3.0,55.0
12283,Renault Clio,7950,48000.0,5.0,3.0,55.0
12284,Renault Clio,7950,76000.0,5.0,2.0,55.0
12285,Renault Clio,7950,107291.0,5.0,3.0,55.0
12286,Renault Clio,7950,66000.0,5.0,3.0,55.0
12287,Renault Clio,7900,126000.0,5.0,3.0,66.0
12288,Renault Clio,7900,45206.0,5.0,2.0,55.0
12289,Renault Clio,7900,89000.0,5.0,3.0,55.0
12290,Renault Clio,7900,59000.0,5.0,3.0,66.0
12291,Renault Clio,7900,91000.0,5.0,3.0,54.0
12292,Renault Clio,7900,85300.0,5.0,3.0,54.0
12293,Renault Clio,7900,41000.0,5.0,2.0,54.0
12294,Renault Clio,7900,82000.0,5.0,2.0,55.0
12295,Renault Clio,7900,98000.0,5.0,3.0,55.0
12296,Renault Clio,7900,45000.0,5.0,3.0,55.0
12297,Renault Clio,7900,26255.0,5.0,2.0,55.0
12298,Renault Clio,7900,20971.0,5.0,2.0,55.0
12299,Renault Clio,7900,19282.0,5.0,2.0,55.0
12300,Renault Clio,7900,70000.0,5.0,3.0,55.0
12301,Renault Clio,7900,20971.0,5.0,2.0,55.0
12302,Renault Clio,7900,19282.0,5.0,2.0,55.0
12303,Renault Clio,7900,26255.0,5.0,2.0,55.0
12304,Renault Clio,7900,135050.0,5.0,3.0,63.0
12305,Renault Clio,7900,29671.0,5.0,3.0,55.0
12306,Renault Clio,7900,37000.0,5.0,3.0,54.0
12307,Renault Clio,7880,98694.0,5.0,3.0,55.0
12308,Renault Clio,7880,98694.0,5.0,3.0,55.0
12309,Renault Clio,7200,100000.0,5.0,3.0,55.0
12310,Renault Clio,7200,160000.0,5.0,3.0,55.0
12311,Renault Clio,7000,125210.0,5.0,3.0,55.0
12312,Renault Clio,7200,148000.0,5.0,3.0,55.0
12313,Renault Clio,7000,121328.0,5.0,3.0,55.0
12314,Renault Clio,6990,62147.0,5.0,2.0,55.0
12315,Renault Clio,6999,61000.0,5.0,3.0,66.0
12316,Renault Clio,6990,89263.0,5.0,3.0,55.0
12317,Renault Clio,6990,87816.0,5.0,3.0,55.0
12318,Renault Clio,6990,75954.0,5.0,3.0,55.0
12319,Renault Clio,6990,92130.0,5.0,3.0,55.0
12320,Renault Clio,6950,1647.3626086956522,5.0,0.0,66.0
12321,Renault Clio,6950,24861.0,5.0,2.0,66.0
12322,Renault Clio,6950,1647.3626086956522,5.0,0.0,66.0
12323,Renault Clio,7879,98694.0,5.0,3.0,55.0
12324,Renault Clio,7850,77000.0,5.0,3.0,55.0
12325,Renault Clio,7800,68000.0,5.0,3.0,55.0
12326,Renault Clio,7800,25100.0,5.0,2.0,55.0
12327,Renault Clio,7800,83000.0,5.0,3.0,55.0
12328,Renault Clio,7800,93500.0,5.0,3.0,55.0
12329,Renault Clio,7800,26000.0,5.0,2.0,55.0
12330,Renault Clio,7800,139500.0,5.0,3.0,66.0
12331,Renault Clio,7800,42049.0,5.0,3.0,54.0
12332,Renault Clio,7800,32756.0,5.0,2.0,55.0
12333,Renault Clio,7795,162960.0,5.0,3.0,65.0
12334,Renault Clio,7790,69233.0,5.0,3.0,56.0
12335,Renault Clio,7790,39836.0,5.0,3.0,55.0
12336,Renault Clio,7750,125988.0,5.0,3.0,55.0
12337,Renault Clio,7750,51000.0,5.0,3.0,66.0
12338,Renault Clio,6950,1647.3626086956522,5.0,0.0,66.0
12339,Renault Clio,7480,94000.0,5.0,3.0,66.0
12340,Renault Clio,7450,97000.0,5.0,3.0,55.0
12341,Renault Clio,7700,95000.0,5.0,3.0,55.0
12342,Renault Clio,7450,44000.0,5.0,3.0,55.0
12343,Renault Clio,7300,120000.0,6.0,3.0,66.0
12344,Renault Clio,7400,16600.0,5.0,2.0,55.0
12345,Renault Clio,7390,60002.0,5.0,3.0,56.0
12346,Renault Clio,7299,149276.0,5.0,3.0,55.0
12347,Renault Clio,7280,89692.0,5.0,3.0,55.0
12348,Renault Clio,7300,80000.0,5.0,3.0,66.0
12349,Renault Clio,7300,104200.0,5.0,3.0,66.0
12350,Renault Clio,7250,148488.0,5.0,3.0,55.0
12351,Renault Clio,7700,72000.0,5.0,3.0,55.0
12352,Renault Clio,7250,25668.0,5.0,3.0,54.0
12353,Renault Clio,7200,37402.0,5.0,2.0,55.0
12354,Renault Clio,7600,91000.0,5.0,3.0,55.0
12355,Renault Clio,7600,59000.0,5.0,3.0,54.0
12356,Renault Clio,7600,65000.0,5.0,3.0,55.0
12357,Renault Clio,7699,72500.0,5.0,3.0,66.0
12358,Renault Clio,7690,63372.0,5.0,2.0,56.0
12359,Renault Clio,7600,60000.0,5.0,3.0,55.0
12360,Renault Clio,7500,35000.0,5.0,3.0,54.0
12361,Renault Clio,7590,71603.0,5.0,3.0,66.0
12362,Renault Clio,7500,34000.0,5.0,3.0,54.0
12363,Renault Clio,7500,120000.0,5.0,3.0,55.0
12364,Renault Clio,7500,20000.0,5.0,3.0,54.0
12365,Renault Clio,7500,71000.0,5.0,3.0,66.0
12366,Renault Clio,7500,29000.0,5.0,2.0,55.0
12367,Renault Clio,7500,41000.0,5.0,3.0,54.0
12368,Renault Clio,7500,75000.0,5.0,3.0,55.0
12369,Renault Clio,7500,86800.0,5.0,3.0,56.0
12370,Renault Clio,7500,66000.0,5.0,3.0,66.0
12371,Renault Clio,7500,86800.0,5.0,3.0,56.0
12372,Renault Clio,7500,62000.0,5.0,3.0,55.0
12373,Renault Clio,7500,47000.0,5.0,3.0,54.0
12374,Renault Clio,7500,98000.0,5.0,3.0,55.0
12375,Renault Clio,7500,88000.0,5.0,3.0,66.0
12376,Renault Clio,7500,98000.0,5.0,3.0,55.0
12377,Renault Clio,7500,44000.0,5.0,3.0,66.0
12378,Renault Clio,7495,105000.0,5.0,3.0,55.0
12379,Renault Clio,7490,69031.0,5.0,2.0,56.0
12380,Renault Clio,7490,59535.0,5.0,3.0,55.0
12381,Renault Clio,7490,79900.0,5.0,3.0,55.0
12382,Renault Clio,7490,87000.0,5.0,3.0,55.0
12383,Renault Clio,7490,46398.0,5.0,3.0,55.0
12384,Renault Clio,6900,36818.0,5.0,2.0,55.0
12385,Renault Clio,6900,124000.0,5.0,3.0,55.0
12386,Renault Clio,6900,105000.0,5.0,0.0,54.0
12387,Renault Clio,7490,48404.0,5.0,3.0,55.0
12388,Renault Clio,6900,85000.0,5.0,3.0,55.0
12389,Renault Clio,6900,87000.0,5.0,3.0,55.0
12390,Renault Clio,6900,28500.0,5.0,3.0,54.0
12391,Renault Clio,6900,96000.0,5.0,3.0,55.0
12392,Renault Clio,6890,102264.0,5.0,3.0,66.0
12393,Renault Clio,6800,34000.0,5.0,3.0,54.0
12394,Renault Clio,6900,82494.0,5.0,3.0,55.0
12395,Renault Clio,6790,104656.0,5.0,3.0,66.0
12396,Renault Clio,6600,74000.0,5.0,3.0,54.0
12397,Renault Clio,6500,138700.0,5.0,3.0,55.0
12398,Renault Clio,6500,160000.0,5.0,3.0,55.0
12399,Renault Clio,6500,100000.0,5.0,3.0,54.0
12400,Renault Clio,6499,149000.0,5.0,3.0,55.0
12401,Renault Clio,6290,106236.0,5.0,3.0,55.0
12402,Renault Clio,6400,69637.0,5.0,3.0,55.0
12403,Renault Clio,6250,67250.0,5.0,3.0,66.0
12404,Renault Clio,6200,99000.0,5.0,3.0,66.0
12405,Renault Clio,6200,99000.0,5.0,3.0,66.0
12406,Renault Clio,6000,93000.0,5.0,3.0,55.0
12407,Renault Clio,6000,35000.0,5.0,2.0,55.0
12408,Renault Clio,5938,156692.0,5.0,3.0,55.0
12409,Renault Clio,5900,163500.0,5.0,3.0,66.0
12410,Renault Clio,5900,78000.0,5.0,3.0,66.0
12411,Renault Clio,5890,134500.0,5.0,3.0,40.0
12412,Renault Clio,5850,97000.0,5.0,3.0,55.0
12413,Renault Clio,5800,74000.0,5.0,3.0,55.0
12414,Renault Clio,5700,140000.0,5.0,3.0,55.0
12415,Renault Clio,15998,20588.0,6.0,1.0,87.0
12416,Renault Clio,15995,33486.0,6.0,3.0,88.0
12417,Renault Clio,15990,17900.0,6.0,2.0,87.0
12418,Renault Clio,15990,15162.0,6.0,1.0,67.0
12419,Renault Clio,15990,10488.0,6.0,3.0,87.0
12420,Renault Clio,15990,36980.0,6.0,3.0,147.0
12421,Renault Clio,5445,123000.0,5.0,3.0,55.0
12422,Renault Clio,15990,17603.0,6.0,1.0,87.0
12423,Renault Clio,15990,2476.0,6.0,1.0,67.0
12424,Renault Clio,15990,16942.0,6.0,1.0,87.0
12425,Renault Clio,15990,9407.0,6.0,1.0,87.0
12426,Renault Clio,15990,15250.0,6.0,1.0,87.0
12427,Renault Clio,15990,13795.0,6.0,1.0,87.0
12428,Renault Clio,15990,19799.0,6.0,1.0,87.0
12429,Renault Clio,15990,21352.0,6.0,1.0,87.0
12430,Renault Clio,15990,13377.0,6.0,1.0,87.0
12431,Renault Clio,15990,17134.0,6.0,1.0,87.0
12432,Renault Clio,15990,26630.0,6.0,1.0,87.0
12433,Renault Clio,8500,41493.0,5.0,3.0,55.0
12434,Renault Clio,8500,65000.0,5.0,3.0,54.0
12435,Renault Clio,8500,59073.0,5.0,3.0,55.0
12436,Renault Clio,8500,120620.0,5.0,3.0,66.0
12437,Renault Clio,8580,37985.0,5.0,3.0,54.0
12438,Renault Clio,8700,33500.0,5.0,3.0,66.0
12439,Renault Clio,26000,2900.0,6.0,0.0,162.0
12440,Renault Clio,29000,7000.0,6.0,1.0,162.0
12441,Renault Clio,8700,24900.0,5.0,3.0,54.0
12442,Renault Clio,29000,23000.0,6.0,1.0,162.0
12443,Renault Clio,27900,10500.0,6.0,2.0,162.0
12444,Renault Clio,22000,20000.0,6.0,2.0,162.0
12445,Renault Clio,22000,18500.0,6.0,1.0,162.0
12446,Renault Clio,22000,26000.0,6.0,1.0,162.0
12447,Renault Clio,27000,5000.0,6.0,1.0,162.0
12448,Renault Clio,21800,22031.0,6.0,1.0,162.0
12449,Renault Clio,21500,14000.0,6.0,2.0,162.0
12450,Renault Clio,19900,54413.0,6.0,2.0,162.0
12451,Renault Clio,21000,5900.0,6.0,1.0,162.0
12452,Renault Clio,18300,32000.0,6.0,3.0,162.0
12453,Renault Clio,17500,41000.0,6.0,3.0,162.0
12454,Renault Clio,19499,40000.0,6.0,3.0,162.0
12455,Renault Clio,18500,49000.0,6.0,3.0,162.0
12456,Renault Clio,18500,9000.0,6.0,1.0,147.0
12457,Renault Clio,17500,41000.0,6.0,3.0,162.0
12458,Renault Clio,16900,44700.0,6.0,3.0,162.0
12459,Renault Clio,16500,45000.0,6.0,3.0,162.0
12460,Renault Clio,16000,10287.0,6.0,1.0,66.0
12461,Renault Clio,15800,132.0,6.0,1.0,66.0
12462,Renault Clio,15000,35000.0,6.0,3.0,66.0
12463,Renault Clio,16500,45000.0,6.0,3.0,162.0
12464,Renault Clio,8700,4500.0,5.0,3.0,54.0
12465,Renault Clio,14900,19900.0,6.0,3.0,66.0
12466,Renault Clio,8700,30.0,5.0,1.0,55.0
12467,Renault Clio,8690,1647.3626086956522,5.0,0.0,56.0
12468,Renault Clio,8690,26740.0,5.0,3.0,54.0
12469,Renault Clio,8690,44000.0,5.0,3.0,54.0
12470,Renault Clio,8650,36750.0,5.0,3.0,54.0
12471,Renault Clio,8660,63404.0,5.0,3.0,66.0
12472,Renault Clio,8600,89850.0,5.0,3.0,55.0
12473,Renault Clio,8650,103155.0,5.0,3.0,66.0
12474,Renault Clio,8600,75000.0,5.0,3.0,55.0
12475,Renault Clio,8600,42000.0,5.0,2.0,66.0
12476,Renault Clio,8600,86000.0,5.0,3.0,55.0
12477,Renault Clio,8600,81400.0,5.0,3.0,66.0
12478,Renault Clio,8600,6900.0,5.0,3.0,55.0
12479,Renault Clio,8600,29117.0,5.0,3.0,54.0
12480,Renault Clio,14900,4866.0,6.0,1.0,66.0
12481,Renault Clio,14000,22000.0,6.0,1.0,66.0
12482,Renault Clio,8590,27202.0,5.0,2.0,54.0
12483,Renault Clio,14000,18000.0,6.0,2.0,87.0
12484,Renault Clio,14000,22000.0,6.0,2.0,66.0
12485,Renault Clio,14000,7000.0,6.0,1.0,66.0
12486,Renault Clio,13300,61000.0,6.0,3.0,66.0
12487,Renault Clio,13200,89000.0,6.0,3.0,66.0
12488,Renault Clio,11500,49000.0,6.0,3.0,66.0
12489,Renault Clio,12850,4000.0,6.0,1.0,66.0
12490,Renault Clio,12500,28000.0,6.0,3.0,88.0
12491,Renault Clio,11200,45123.0,6.0,3.0,66.0
12492,Renault Clio,10000,40500.0,6.0,3.0,66.0
12493,Renault Clio,9900,79000.0,6.0,3.0,66.0
12494,Renault Clio,10900,69800.0,6.0,3.0,66.0
